id|name|artists|danceability|energy|key|instrumentalness|duration_ms
7qiZfU4dY1lWllzX7mPBI|Shape of You|Ed Sheeran|0.825|0.652|1.0|0.0|233713.0
5CtI0qwDJkDQGwXD1H1cL|Despacito - Remix|Luis Fonsi|0.6940000000000001|0.815|2.0|0.0|228827.0
4aWmUDTfIPGksMNLV2rQP|Despacito (Featuring Daddy Yankee)|Luis Fonsi|0.66|0.7859999999999999|2.0|0.0|228200.0
6RUKPb4LETWmmr3iAEQkt|Something Just Like This|The Chainsmokers|0.617|0.635|11.0|1.4400000000000001e-05|247160.0
3DXncPQOG4VBw3QHh3S81|I'm the One|DJ Khaled|0.609|0.6679999999999999|7.0|0.0|288600.0
7KXjTSCq5nL1LoYtL7XAw|HUMBLE.|Kendrick Lamar|0.904|0.611|1.0|2.0300000000000002e-05|177000.0
3eR23VReFzcdmS7TYCrhC|It Ain't Me (with Selena Gomez)|Kygo|0.64|0.5329999999999999|0.0|0.0|220781.0
3B54sVLJ402zGa6Xm4YGN|Unforgettable|French Montana|0.726|0.769|6.0|0.0101|233902.0
0KKkJNfGyhkQ5aFogxQAP|That's What I Like|Bruno Mars|0.853|0.56|1.0|0.0|206693.0
3NdDpSvN911VPGivFlV5d|"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""|ZAYN|0.735|0.451|0.0|1.3000000000000001e-05|245200.0
7GX5flRQZVHRAGd6B4TmD|XO TOUR Llif3|Lil Uzi Vert|0.732|0.75|11.0|0.0|182707.0
72jbDTw1piOOj770jWNea|Paris|The Chainsmokers|0.653|0.6579999999999999|2.0|1.66e-06|221507.0
0dA2Mk56wEzDgegdC6R17|Stay (with Alessia Cara)|Zedd|0.679|0.634|5.0|0.0|210091.0
4iLqG9SeJSnt0cSPICSjx|Attention|Charlie Puth|0.774|0.626|3.0|3.12e-05|211475.0
0VgkVdmE4gld66l8iyGjg|Mask Off|Future|0.833|0.434|2.0|0.0219|204600.0
3a1lNhkSLSkpJE4MSHpDu|Congratulations|Post Malone|0.627|0.812|6.0|0.0|220293.0
6kex4EBAj0WHXDKZMEJaa|Swalla (feat. Nicki Minaj & Ty Dolla $ign)|Jason Derulo|0.696|0.8170000000000001|1.0|0.0|216409.0
6PCUP3dWmTjcTtXY02oFd|Castle on the Hill|Ed Sheeran|0.461|0.8340000000000001|2.0|1.1400000000000001e-05|261154.0
5knuzwU65gJK7IF5yJsua|Rockabye (feat. Sean Paul & Anne-Marie)|Clean Bandit|0.72|0.763|9.0|0.0|251088.0
0CcQNd8CINkwQfe1RDtGV|Believer|Imagine Dragons|0.779|0.787|10.0|0.0|204347.0
2rb5MvYT7ZIxbKW5hfcHx|Mi Gente|J Balvin|0.5429999999999999|0.677|11.0|6.21e-06|189440.0
0tKcYR2II1VCQWT79i5Nr|Thunder|Imagine Dragons|0.6|0.81|0.0|0.21|187147.0
5uCax9HTNlzGybIStD3vD|Say You Won't Let Go|James Arthur|0.358|0.557|10.0|0.0|211467.0
79cuOz3SPQTuFrp8WgftA|There's Nothing Holdin' Me Back|Shawn Mendes|0.857|0.8|2.0|0.0|199440.0
6De0lHrwBfPfrhorm9q1X|Me Rehúso|Danny Ocean|0.7440000000000001|0.804|1.0|0.0|205715.0
6D0b04NJIKfEMg040WioJ|Issues|Julia Michaels|0.706|0.42700000000000005|8.0|0.0|176320.0
0afhq8XCExXpqazXczTSv|Galway Girl|Ed Sheeran|0.624|0.8759999999999999|9.0|0.0|170827.0
3ebXMykcMXOcLeJ9xZ17X|Scared to Be Lonely|Martin Garrix|0.584|0.54|1.0|0.0|220883.0
7BKLCZ1jbUBVqRi2FVlTV|Closer|The Chainsmokers|0.748|0.524|8.0|0.0|244960.0
1x5sYLZiu9r5E43kMlt9f|Symphony (feat. Zara Larsson)|Clean Bandit|0.7070000000000001|0.629|0.0|1.6e-05|212459.0
5GXAXm5YOmYT0kL5jHvYB|I Feel It Coming|The Weeknd|0.768|0.813|0.0|0.0|269187.0
5aAx2yezTd8zXrkmtKl66|Starboy|The Weeknd|0.6809999999999999|0.594|7.0|3.49e-06|230453.0
1OAh8uOEOvTDqkKFsKksC|Wild Thoughts|DJ Khaled|0.6709999999999999|0.672|0.0|0.0|204173.0
7tr2za8SQg2CI8EDgrdtN|Slide|Calvin Harris|0.736|0.795|1.0|1.21e-06|230813.0
2ekn2ttSfGqwhhate0LSR|New Rules|Dua Lipa|0.7709999999999999|0.696|9.0|9.71e-06|208827.0
5tz69p7tJuGPeMGwNTxYu|1-800-273-8255|Logic|0.629|0.5720000000000001|5.0|0.0|250173.0
7hDc8b7IXETo14hHIHdnh|Passionfruit|Drake|0.809|0.46299999999999997|11.0|0.085|298941.0
7wGoVu4Dady5GV0Sv4UIs|rockstar|Post Malone|0.5770000000000001|0.522|5.0|9.03e-05|218320.0
6EpRaXYhGOB3fj4V2uDkM|Strip That Down|Liam Payne|0.8690000000000001|0.485|6.0|0.0|204502.0
3A7qX2QjDlPnazUsRk5y0|2U (feat. Justin Bieber)|David Guetta|0.5479999999999999|0.65|8.0|0.0|194897.0
0tgVpDi06FyKpA1z0VMD4|Perfect|Ed Sheeran|0.599|0.44799999999999995|8.0|0.0|263400.0
