ID,name,main_category,backers,usd_pledged_real,usd_goal_real
1118803016,Bears vs Babies - A Card Game,Games,85581,3215679.79,10000.0
931396625,Spaceteam,Games,4222,181625.0,7500.0
2115732261,The Haul,Food,141,18726.0,15000.0
709867138,"""The Nova Star"" Multi-Use Bike Light",Technology,223,23265.0,72500.0
1775951110,121C Boards: The Out of this World Cruiser Skateboard,Technology,386,102135.58,15000.0
811611583,Luxury Documentary- Biography / Autobiography,Film & Video,421,42399.0,40000.0
230921693,Dysis,Games,1167,27522.67,5000.0
2130807520,ChromaGlow Twill - The first woven glowing carbon fiber ring,Design,144,10690.0,6500.0
1173883821,STICARS decorative keyboard covers,Design,51,15181.0,15000.0
1775668160,"baartman, beyoncé & me",Film & Video,175,17175.0,15000.0
1780221635,Virtue Pedalist,Technology,30,15229.0,100000.0
1529013873,Keep Jazz Tuesdays Alive in 2013 !,Music,123,17857.0,17597.0
1228295174,Internetopia - the supersized Internet poster.,Design,220,11347.0,2000.0
1025621421,Michael Cepress | 2013 Collection,Fashion,539,52210.0,50000.0
2029663199,Hostage Negotiator: Crime Wave,Games,1958,180907.5,25000.0
2011060426,Eddie Coker introduces WEZMORE on CD & DVD!,Film & Video,128,29717.0,25000.0
161486925,InMotion Slider: Cinematic Camera Moves At Your Fingertips,Technology,286,107905.0,50000.0
2052133806,Grow Jar - A Simple to use Hydrogarden in a Jar,Food,1098,47225.17,500.0
1604155323,Queens International Night Market,Food,230,14052.0,100000.0
548016921,La Coachelle - French made fashion touch for your summer,Fashion,64,10009.0,10000.0
1137399165,VICKY EMERSON: NEW ALBUM IN 2015!,Music,166,12021.0,12000.0
272411458,Allegro:Charging&Sterilizer Travel Cup Electric Toothbrush,Technology,345,23168.0,10000.0
677511026,"The Kraken Mug - ""Tales From The Deep""  Series 1 of 4",Design,350,16549.0,15000.0
728896052,The Word Became: Video Bible,Film & Video,11,13021.0,193094.0
539382154,Junk: a unique civilization REbuilding card/dice game,Games,338,16043.46,5000.0
2138708432,Odd Elixir Meads Start Up,Food,43,10150.0,10000.0
1771467179,Broadway Nosh,Film & Video,131,17860.0,15000.0
328651964,PoP/Country project,Music,64,15177.5,15000.0
523064696,Praising the Sun with gloriously incandescent apparel!,Fashion,869,37177.0,8000.0
646223859,Dance Prints - Humans Slicing Through Space,Art,180,16999.0,16000.0
1014638056,The Second Annual Women Sports Film Festival,Film & Video,389,27080.0,25000.0
870062455,Crack'em - The Mess-Free Egg Cracker,Food,213,15227.0,15000.0
113242194,Diaper Bag Backpack-Style & Function Collide with Adventure,Fashion,82,10069.0,10000.0
1738204226,Katie Quick's NEW Album,Music,204,11784.0,10000.0
792581874,WakaWaka Base: a Power & Light First Aid Kit,Technology,2257,296588.0,70000.0
839685961,Last Stand on the Island - a documentary film,Film & Video,89,13842.11,10000.0
2101065712,THE TREEO: A 3-in-1 Utility Hammock That Does It All,Design,548,49815.0,18000.0
1729817173,Memoirs of a Bald Bride,Publishing,82,11635.0,25000.0
1425625925,SICC in The Head,Film & Video,152,14005.0,13500.0
400036571,East River Bandits Debut Album,Music,189,16785.0,15000.0
1326350819,No Time To Explain indie game,Games,2052,26068.48,7000.0
1619371820,Outsmarting Manet! Pre-Order The Fish that Almost Ate Guam,Publishing,96,12230.0,12000.0
909302123,Smallsmall Thing,Film & Video,420,32000.0,25000.0
919673811,Budding Biologist - Scientifically accurate children's books,Publishing,191,10607.0,10000.0
1682630534,Spate,Games,747,14430.91,12000.0
51491456,Baby Bits Wipes Solution,Crafts,127,10323.01,9500.0
344236683,"Kansas City SSEP Mission 5 Rocket . . .3,2,1 . . Blast Off!",Technology,100,10710.0,10500.0
1424209300,Hail To The Victors 2014,Publishing,1562,37772.09,30000.0
1910722734,Hozon,Film & Video,226,33940.0,75000.0
1233717736,ID - The life and trials of Willy Grunch,Film & Video,824,117534.56,99999.0
175239269,"Bugatti - REVE BLEU - the ""Blue Dream"" will finally fly!",Technology,584,62512.0,50000.0
199158008,Ubertooth One: an open source Bluetooth test tool,Technology,441,53001.55,16384.0
538700625,PEGS - LED Party Shades,Technology,95,11142.0,10000.0
309855286,Ultra Massive Video Game Console Guide - Hardcover,Publishing,160,11575.0,35000.0
1981427762,PINK HAIR GIRLS,Publishing,575,30845.01,13500.0
1095763429,The Bomb Snow 10-Year Book,Publishing,359,17598.0,12500.0
2068409142,The Spirit Post Book,Publishing,102,14900.0,14900.0
1600925120,Motobrain: High Tech Automotive Power Distribution Unit,Technology,92,22140.0,50000.0
521903377,CLOCKWRIGHT: Large-Scale Analogue Time Machines,Art,162,27588.23,1.0
1356568537,VOYAGE TO THE DEEP by Sam Glanzman,Comics,217,13244.0,10000.0
1646563769,Making Bacon At Home,Food,97,10264.01,10000.0
1837725735,Our Cats Are More Famous Than Us: A Johnny Wander Omnibus,Comics,1108,87204.0,35000.0
1438803021,Torg Eternity,Games,2282,355992.02,8000.0
132943897,Inner Circle Vodka Bar,Food,94,17435.0,15000.0
246222078,Tool Pen - Makes Everything Beautiful,Design,4614,274794.0,7000.0
218513248,"TRAYVAX, Wallet For Life",Design,1740,44312.25,5000.0
1491490907,Firefly Flashlight (Canceled),Design,280,52202.0,60000.0
1828495703,Brooklyn Grange Rooftop Farm,Food,391,23226.5,20000.0
1142870112,Milking It Movie,Film & Video,143,11050.0,10000.0
1037930818,"""Strawberries In Wintertime"" book",Publishing,111,10012.0,10000.0
806532945,Mekton Zero,Games,618,50125.84,20000.0
1553709710,Veridian Symphony Orchestra & Chamber Series: Season 6!,Music,101,12742.0,9000.0
144680582,Monster Elementary: An All-Ages Graphic Novel,Comics,436,20065.14,19000.0
1066446087,Nereus V – Vintage Dive / Tool Watch by Mavrik Watch Company,Design,120,44429.0,48000.0
396135892,Have Santa Text Your Child This Christmas!,Technology,243,11247.0,10000.0
1326031564,Nightwing: The Series,Film & Video,923,34495.25,20000.0
1439424528,Sixfold: A well crafted carrier for well crafted beer & wine,Design,231,25561.0,21500.0
324748591,Tabula Mundi Tarot Colores Arcus: esoteric Thelemic deck art,Art,362,35609.0,14000.0
1149950700,"GUOP's New Studio Album, Short Film & Music Videos",Music,14,20037.0,100000.0
1562617180,The Duck Eggs of Living The Dream Farm,Food,129,16256.0,16000.0
1483769676,Primrose Lane....time is of essence,Film & Video,148,21405.0,20000.0
2117369534,Leonardo | Art Playing Cards,Games,1568,81204.0,18750.0
514818060,Cooking Hawaiian Style Cooking Video Series w/Lanai Tabura,Film & Video,53,11225.0,10000.0
1940776169,Get Whetherman to Europe!,Music,258,15605.0,13500.0
1741023927,Starting Out,Film & Video,167,26328.0,35000.0
543207461,"HypnoLights, Full Color Animated String Lights!",Technology,268,43876.0,10000.0
1131717515,Dumbo Feather Magazine - the iPad App!,Publishing,275,26431.0,25000.0
1867803880,Witt Godden's DEBUT EP,Music,160,10330.0,10000.0
604241214,Andrea Perry's 4th Album (2013),Music,192,10794.12,6000.0
2120846495,Legend of Ace - Casino Quest,Games,166,42061.0,40000.0
568739458,Cari Hutson & Good Company's New Record!!!,Music,84,23562.0,20000.0
59892458,"""Characters"" a feature film",Film & Video,97,12209.0,25000.0
1833421479,"Indie Romantic Comedy, ""TEMPS""",Film & Video,302,33325.0,30000.0
2011044579,Maximum Apocalypse,Games,3258,153086.0,14700.0
691246384,Homesick,Games,1503,27897.52,8000.0
96213931,"Sasqwatch Company - Classic, Durable and Affordable Watches",Design,323,23920.0,18000.0
1701770815,World's Smartest WIRELESS CHARGING APPAREL // BauBax,Design,399,67310.0,100000.0
1405797660,Oneirics: Live Your Dreams,Technology,148,36624.0,100000.0
1147711249,Bloodhoney* Persona - A Book of Photos and Stories,Photography,505,35145.0,20000.0
1198447530,Grant Genske: Party Face EP Fundraiser!,Music,188,13235.0,11000.0
1840313856,Something To Do With Love,Games,182,10842.0,5000.0
1240406004,HELP HAYLEY REARDON MAKE HER BEST RECORD YET,Music,213,21107.45,15000.0
1918289015,PRE- Apparel First Collection of Intelligent Graphic Tees,Fashion,89,10293.0,10000.0
980912337,Croissant Man: A Web Series about Depressed Pastries,Film & Video,189,12336.0,12000.0
17219514,"Dan Fogelberg Musical - ""Part of the Plan""",Theater,708,58079.8,50000.0
1309697294,HumanToolz Stand: The Most Versatile iPad Stand,Design,394,88660.0,80000.0
1864259007,Xeko,Games,973,257870.61,250000.0
1366089022,"Meet Vigo, the very first energy gauge - for you.",Technology,635,57365.33,50000.0
2080553542,12 Realms: Dungeonland,Games,400,44631.0,30000.0
1219612558,Capes And Villains (Canceled),Games,256,17898.0,25000.0
1958801280,Finders Keepers - a stranger than fiction documentary,Film & Video,451,81132.0,80000.0
779394707,The Wide Open is Making a Record: Long Road Home,Music,192,17446.11,15000.0
1061424805,Posthuman: Sanctuary (Canceled),Games,962,16190.0,40000.0
2080452290,11:11- an interconnected ensemble feature film ,Film & Video,183,12075.07,11111.11
2031251425,CameraSim 2.0 - DSLR Photography Demystified,Technology,304,23546.0,125000.0
1605569629,KEEP,Games,1266,19433.0,5000.0
798107501,The 27+ Best Apps for Work... & How to Use 'Em!,Publishing,244,13096.0,6000.0
64435261,MemoryWell - Professional Storytelling for Everyone,Journalism,312,77028.0,75000.0
581678290,"""I Am Santa Claus"" with Mick Foley",Film & Video,402,51326.25,40000.0
2104798644,Wingin' It (the web series),Film & Video,192,12648.0,7500.0
343082754,Hell on Earth Miniature Mega-Release!,Games,322,50000.0,3000.0
387294301,BRIMSTONE,Publishing,464,33711.0,20000.0
1102728910,Voyages in America: The Book,Publishing,279,15745.01,15000.0
1588448879,The Silent Beat - A Superhero Feature Film,Film & Video,120,12603.0,10500.0
1319803192,Adam Green's Aladdin Feature Film,Film & Video,561,51815.35,45000.0
978737870,JoJé Bar - We're Changing the Energy Bar World!,Food,361,28374.0,25000.0
1131966798,Hollywood Theater Go Digital - Final Push!,Film & Video,187,10450.0,7500.0
1832273347,Frywall | The antidote to the splattered stovetop,Design,338,16443.0,10000.0
1389351341,Reverb's First Christmas Album,Music,109,11621.0,11000.0
1155203801,Emerald Tally Ho Playing Cards by Jackson Robinson,Games,417,35210.0,15000.0
1769465295,"Beyond Sight Movie, The Derek Rabelo Story",Film & Video,367,89075.0,77777.0
355236499,The Lamb Wins Revelation Project,Art,101,10070.0,8000.0
796345233,Mind Afire: A Graphic Novel  Biography Of Nikola Tesla,Publishing,1978,55796.88,7450.0
1756343791,Fetch - An Illustrated Book,Publishing,302,23783.0,22000.0
229244919,Poseidon's Kingdom Limited 2nd Edition,Games,541,42001.0,20000.0
1085913553,One for the Road,Film & Video,179,19060.0,14000.0
1837896092,"Oaxaca: A Dice-Rolling, Engine-Building Card Game",Games,758,35234.0,12500.0
1189079982,Pilot Season's here! Put THE TWO ESSENCES Pilot on Netflix!,Film & Video,173,10211.0,25000.0
2086835856,Hit Box Smash Box - Video Game Controller for Smash Bros,Games,269,68227.0,50000.0
1724173143,Vulcan I: Rocket Powered by 3D Printed Engine,Technology,465,21882.0,15000.0
1711310786,CALI 2.0 - Pairing Craft Beer & Food,Food,110,11456.15,11000.0
650565197,MagLOCK Bike Pedal - Safe & Easy Way to Clip in to Your Bike,Design,265,38879.5,12000.0
965428172,"THE GARLICKS: Pandora Orange, Fail Vampire",Comics,426,16926.51,40000.0
885083876,Gailfean - Won't you come out tonight,Music,260,13285.5,10000.0
1153999936,The Sutro Mission Bicycle: Designed for City Riding,Design,170,66875.0,10000.0
1341896531,Magic Toast~A Fairy Tale for Single Parents & Their Children,Film & Video,46,10101.0,98500.0
354143093,Master of the Galaxy - a 4X board game of galactic expansion,Games,1207,50502.0,20000.0
1217475498,GOOD PEOPLE // feature film,Film & Video,139,15487.0,15000.0
495598865,PIXIES: A Visual History (Exclusive Ltd. Ed. Hardcover),Music,2297,234450.43,150000.0
114699600,Rabbit Days & Dumplings: family folk music from East Asia,Music,165,22157.0,20000.0
122542925,Cthulhu Wars En Español (Canceled),Games,87,17751.0,40000.0
1668899668,The National Park Poster Project 2015,Art,379,29092.48,11500.0
1064157648,WASDIO™ - The PC Game Controller for Action Games.,Games,446,39284.7,175000.0
16683320,Event Horizon Larp,Theater,120,51864.0,43500.0
1624033697,Ignition: A Social Retro Gaming OS for the Raspberry Pi,Technology,523,10360.09,4500.0
1710310183,Via Dolorosa: A Short Film,Film & Video,84,12175.0,5000.0
390721765,Buck Buck and the Black Wolf Supper Club,Food,249,31822.77,30000.0
1731747363,Night Runner 270° Shoe Lights,Technology,560,42936.0,35000.0
1911945303,"""The Spirit Machine"": a little film with BIG FX",Film & Video,441,96737.87,95000.0
649792978,Minka Inhouse · Blankets and Ceramics for your home,Crafts,304,22010.0,15000.0
1905488646,Mobile Dim Sum for Charleston. SC!,Food,54,15127.0,15000.0
132295884,Rhea Footwear | Style Needs Technology,Fashion,100,33705.0,33000.0
969869531,Adorable to Horrible,Games,301,18478.66,25000.0
903362398,30-Day Green Smoothie Challenge,Film & Video,62,14602.0,12500.0
1608576747,"""Code Blue""   A film by Susan Dynner and Jack Grisham",Film & Video,401,36785.02,34000.0
1894017676,"5 Countries, 6 Births, 7 Babies",Film & Video,160,15885.0,15500.0
508132536,What's Cooking at Red Gate Farm?,Food,142,14445.7,12000.0
2045915347,Genetipetz - Unique stuffed animals for creative kidz,Design,119,21727.0,20000.0
1083902892,Bright Ideas: A Crowdfunding Almanac (Canceled),Publishing,248,14970.06,25000.0
2113722006,"Everydisk – Easily access all your computers, from anywhere.",Technology,655,51309.83,50000.0
842720151,Serious Starters: An Art Book of Imagination Jumpstarts,Publishing,280,17644.0,12000.0
692477770,Beautiful City Bicycles that Last Forever - SHIFTY CYCLES,Design,353,147658.0,125000.0
237425844,Film to Give: Stories For Change-Makers,Film & Video,150,11365.0,11000.0
168753337,"Brooklyn Cider House: Restaurant, Bar, & Cidery",Food,118,28394.0,28000.0
542070498,Dante Alighieri's Inferno - Poker Playing Cards,Games,693,35919.0,16000.0
111058741,Continental - The Big Finish!,Film & Video,221,14051.01,12000.0
1253546983,Money For Nothing: Inside The Federal Reserve,Film & Video,706,107596.0,100000.0
109613483,"Makoto Fujimura, Retrospective Monograph: ""Golden Sea""",Art,226,17170.0,10000.0
1533746156,The KJ52 Documentary,Film & Video,175,12485.0,10000.0
522322911,All Lit Up - The First Spark,Film & Video,83,13700.0,12000.0
875462913,THE END OF IT/Los Angeles,Theater,107,10800.0,10000.0
1269562903,On 'Til Morning Debut Album Release!,Music,93,11370.0,10000.0
1801448924,Accidental to Edinburgh - PHASE 1: REBUILDING THE SET,Theater,27,10145.0,10000.0
1265204610,VITABRACE®: HIGH PERFORMANCE GAMER WRISTBAND,Design,52,10127.0,10000.0
638714098,A New Enola Fall Record !<_<,Music,88,10241.0,10000.0
1581597188,Quiver Gaming Gear Premium Playmats & Tabletop Gaming Mats,Games,325,52157.0,46000.0
663581604,GoPUCC - Collapsible Canteen & Shaker Bottle,Design,1248,59732.0,35000.0
1382504012,Reuben's Brews,Food,89,10951.0,5000.0
315279940,September Mourning,Comics,317,20678.01,10000.0
1349144700,Be part of The Banner Days by Bradford Loomis & Beth Whitney,Music,144,12162.11,8875.0
562580385,Dangerous Women: Tales of Queer Villainy!,Publishing,507,11151.0,7500.0
165508105,Could You Hug A Cactus?,Publishing,324,21000.0,12000.0
1021478879,FRESH PRODUCE'd L.A.: Supporting New Works & New Artists.,Theater,135,10031.11,10000.0
672713638,NOUVEAU Playing Cards,Games,351,11168.0,15000.0
7278640,Tabula Rasa: A colorful Pool/Bag Building Game of Champions!,Games,264,17216.0,8750.0
553435730,Soshee - The Social Media Robot Dog,Technology,114,26105.0,250000.0
1960545311,Tourniquet - The New Full Length Album,Music,491,20944.0,16000.0
872765644,"The Future of Bike Lighting, by Barry Beams",Design,249,32475.0,12600.0
1365958768,EternalCase -metal case for flash drive & other small things,Design,622,24931.0,5000.0
1574430381,The Ancient World,Games,918,49024.43,15000.0
360712413,iPocket Cloud Drive & Mobile Charger: iPhone iPad Android,Technology,615,34826.0,2800.0
1369576084,Makeraser + Makelastic - Accessories for 3D Printers,Technology,347,25123.0,10000.0
430679926,The Series-E2 Notebook,Design,349,12849.0,2000.0
1911886804,FISH & MEN - Spawning a Sustainable Future for All,Film & Video,233,28100.0,25000.0
191451385,Good Luck Penny's Debut EP,Music,61,15020.0,15000.0
1160579381,"Dinner,  a farm-to-table restaurant",Food,98,14827.0,50000.0
1280687020,Beeeees,Games,578,17847.0,10000.0
500283687,Soul Insole / Shoe Bubble - Best Orthotic Shoe Insole Ever!,Design,397,20764.0,7000.0
1880505075,Darkness Reigns,Film & Video,54,10416.0,88000.0
301207786,The Sense of the Sleight of Hand Man,Games,403,14494.95,5500.0
455762376,Version Festival 12: Bridgeport The Community of the Future,Art,186,15597.88,15000.0
376823796,Ghostbusters™: The Board Game,Games,8396,1546269.5,250000.0
868840277,NailSnaps: Turn Your Photos Into Nail Polish Stickers,Fashion,928,49157.0,47381.0
242895363,The Boot Bag: Transformative Ski Boot + Gear Bag,Design,63,14013.0,10000.0
1283620098,Dani Kerry's First EP!!,Music,385,20166.0,15000.0
1159066853,The Other Way Around,Music,468,41864.0,36300.0
973425687,WARFIGHTER - World War II,Games,714,127126.52,25000.0
441814010,My Country is the World! Key to Peace by World Citizen #1!,Film & Video,39,12376.0,12000.0
1460555560,Corps Exquis: TRANSIT records an album by Daniel Wohl,Music,103,11485.0,10500.0
1123508458,"BedBud Alarm - The Only ""No BS"" Bed Sensor Alarm Clock",Design,123,12184.0,98000.0
525668790,"Interlude: An eBook of poetry, photos & stories behind them",Publishing,221,11669.0,10000.0
564228801,We Are All Onesie: Eco-Friendly Fashion for Men and Women!,Fashion,112,12847.11,10000.0
355886538,Adrenaline The Movie,Film & Video,130,25952.0,45000.0
1924213254,Wearality Sky: Limitless Virtual Reality (VR),Technology,1091,117650.0,100000.0
1582538188,Encyclopedia of Air Jordan sneakers (2nd Print Run),Publishing,793,68112.0,16000.0
576472454,The Reprieve Bicycle Saddle,Design,223,34448.0,25000.0
1467602347,Shankar Tucker's New Album and Video Series,Music,804,34055.0,20000.0
327186017,Pinball Arcade: The Addams Family,Games,3984,115276.42,97640.0
1220933346,"Lume Cube - Flash & Video Light for GoPro, iPhone & Android",Technology,1660,229517.0,56000.0
267125480,Alpha Colony: A Tribute to M.U.L.E. (Canceled),Games,902,101472.66,500000.0
313680180,"@NickUhas (BB15) Goes On Tour!!! ""YKYT"" (YouKnowYouTube)",Film & Video,125,18291.0,17912.0
365981938,Vehement — Award-winning fight gear for the wolf in you,Design,175,18547.0,12500.0
59538218,Living Love that Lasts,Film & Video,137,23028.5,19800.0
990487172,Inventing KINDERGARTEN,Design,139,16902.36,15000.0
275123759,Mineserver™ -- A $99 Home Minecraft Server,Technology,388,35452.42,15000.0
803539789,"Truly Amazing Underwear, Made For The Everyday Male.",Fashion,212,11060.0,10000.0
995656110,ABC's of Activism,Publishing,510,38931.0,35000.0
1914663099,La Dorita Dulce de Leche Liqueur,Food,79,50365.0,50000.0
729991804,Dialect: A Game about Language and How it Dies,Games,4241,189742.65,3000.0
2133574663,The Unknowns,Film & Video,149,17412.0,15000.0
1499649033,ZYDECO BREAKFAST a film by TOM UHL,Film & Video,94,10800.0,10000.0
1119212665,bmad,Fashion,44,10002.5,10000.0
1547373386,Lotus Premium Denim - Reinventing Jeans for Women,Fashion,263,28424.0,20000.0
1817489107,SANTO 7.13.15 G.M.O. Movie (Canceled),Film & Video,1453,86733.22,2000000.0
1856928794,Seasoned Vegan: a full service vegan restaurant in Harlem,Food,329,22185.0,20000.0
1599435077,SmileyHeroes.com Kids Browser & Anti Bully Buddies-> =(x(;)=,Technology,15,14159.0,100000.0
780597371,Jean and Tonic - Custom Made Premium Denim Jeans,Fashion,191,21062.0,15000.0
1493310774,Bliss-Box - 4-Play - One Adapter for Many Controllers,Games,108,11847.0,150000.0
794938098,Purpose: Your Journey To Find Meaning,Publishing,120,20253.0,20000.0
1293991853,Coven Board Game by 8th Summit,Games,507,36841.0,15000.0
1254290703,Bloody Chronicles New Japanese Visual Novel,Games,862,47622.0,30000.0
881622329,Bringing the World's Greatest Art to Blind People.,Technology,85,104621.0,500000.0
1964975937,Land for Belle: Plot for a New Creamery,Food,97,11087.0,100000.0
1032351345,Kris Thomas' First Studio Project!,Music,56,10606.5,10000.0
363270419,FrankenSound's Warehouse,Music,97,10069.0,10000.0
1457654795,Stockpile: The Stockmarket Game of Insider Trading,Games,660,28000.0,25000.0
1453070602,The Tie Maker by Taft : Premium Neckwear. No Crazy Markups.,Fashion,389,23761.0,5000.0
820468876,Jane Train - Debut CD! Videos! T-Shirts!,Music,110,11101.0,11000.0
629678548,Lust for Love (feature film),Film & Video,1519,101030.36,70000.0
1061069378,Recording an album of original music,Music,124,21075.99,20000.0
189197562,Natural Food Colors,Food,164,11781.0,7500.0
1446770263,Downfall the Graphic Novel,Comics,221,14345.0,12000.0
353970215,Colossal Youth - feature film finishing funds,Film & Video,157,28014.0,28000.0
286859016,The Classical,Journalism,1070,55598.82,50000.0
1369086092,The RamRocket™: A Space Age Green Building System,Technology,107,14625.0,250000.0
1103271152,Manifest Destiny Billboard Project — Culminating Weekend,Art,153,20206.0,18000.0
530724799,Predator Warpaint - Made by Warriors for Warriors,Design,348,29031.0,15000.0
165590765,"MySaver: protection for your iPad, iPhone, and iPod cables",Design,1694,48835.14,15000.0
2075918185,Pretty Smart Lamp: Reloaded - Helps you find your phone,Design,322,31666.0,10000.0
